id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,log_saleprice
1393,905202230,20,RL,60.0,13500,Pave,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,2,2,CBlock,4,3,4,4,429.0,5,1080.0,93.0,1602.0,GasA,2,Y,4,1252,0,0,1252,1,0,1,0,1,1,2,4,7,1,4,Attchd,2,2,564.0,3,3,2,409,0,0,0,0,0,0,3,2008,WD ,235000,12.367340793126296
490,528290190,80,RL,62.0,7750,Pave,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,2,Y,4,774,656,0,1430,0,0,2,1,3,1,2,7,7,1,3,BuiltIn,2,2,400.0,3,3,2,0,0,0,0,0,0,0,3,2009,WD ,156000,11.957611286231675
542,531375130,20,RL,60.0,12450,Pave,3,Lvl,3,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,836.0,1,0.0,278.0,1114.0,GasA,2,Y,4,1114,0,0,1114,1,0,2,0,3,1,3,6,7,0,0,Detchd,1,2,576.0,3,3,2,0,42,0,0,0,0,0,6,2009,WD ,153000,11.938193200374572
973,923203190,120,RM,60.0,4500,Pave,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,2,2,PConc,5,3,1,6,883.0,1,0.0,341.0,1224.0,GasA,2,Y,4,1224,0,0,1224,1,0,2,0,2,1,2,5,7,0,0,Attchd,3,2,402.0,3,3,2,0,304,0,0,0,0,0,6,2009,WD ,165000,12.013700752882718
1012,527212050,60,RL,77.0,11198,Pave,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,3,2,PConc,4,4,1,1,0.0,1,0.0,1122.0,1122.0,GasA,2,Y,4,1134,1370,0,2504,0,0,2,1,4,1,4,11,7,1,4,BuiltIn,3,3,656.0,3,3,2,144,39,0,0,0,0,0,6,2008,WD ,325000,12.691580461311874
2218,909281020,190,RL,79.0,6221,Pave,2,Lvl,3,Inside,2,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,1,2,533.0,1,0.0,195.0,728.0,GasA,2,Y,4,760,595,0,1355,0,0,2,0,3,1,2,5,7,0,0,Detchd,1,2,528.0,3,3,2,0,0,0,0,144,0,0,10,2007,WD ,140000,11.84939770159144
2033,903453080,80,RM,120.0,13200,Pave,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,2,2,CBlock,3,3,1,4,375.0,1,0.0,366.0,741.0,GasA,2,Y,4,1497,797,0,2294,0,0,3,0,5,1,2,9,7,1,4,Attchd,1,2,658.0,3,3,2,0,110,0,0,0,0,0,4,2007,WD ,202500,12.218495165528731
1071,528180140,120,RL,65.0,8769,Pave,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,4,2,PConc,5,3,1,6,1540.0,1,0.0,162.0,1702.0,GasA,2,Y,4,1702,0,0,1702,1,0,1,1,1,1,4,7,7,1,4,Attchd,3,3,1052.0,3,3,2,0,72,0,0,224,0,0,10,2008,New,367294,12.813917896253697
1583,916403230,80,RL,85.0,10200,Pave,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,3,2,CBlock,4,3,3,6,783.0,1,0.0,678.0,1461.0,GasA,2,Y,4,1509,0,0,1509,1,0,2,0,3,1,3,5,7,1,2,Attchd,2,2,600.0,3,3,2,224,0,0,0,0,0,0,8,2008,WD ,175000,12.072541252905651
2858,909275230,70,RL,60.0,9550,Pave,2,Lvl,3,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,3,4,1,5,216.0,1,0.0,540.0,756.0,GasA,2,Y,4,961,756,0,1717,1,0,1,0,3,1,3,7,7,1,4,Detchd,1,3,642.0,3,3,2,0,35,272,0,0,0,0,2,2006,WD ,140000,11.84939770159144
2265,916403040,20,RL,42.0,10331,Pave,3,Lvl,3,CulDSac,2,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,1,5,215.0,4,80.0,970.0,1265.0,GasA,2,Y,4,1240,0,0,1240,0,1,2,0,3,1,3,6,7,0,0,Attchd,1,2,528.0,3,3,2,232,0,0,0,0,0,0,7,2007,WD ,174000,12.066810578196666
1088,528235180,80,RL,59.0,9587,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,3,2,PConc,4,3,4,6,655.0,1,0.0,201.0,856.0,GasA,2,Y,4,1166,0,0,1166,1,0,2,0,2,1,3,5,7,0,0,Attchd,3,2,400.0,3,3,2,212,0,0,0,0,0,0,7,2008,WD ,190000,12.154779351142624
698,902105060,70,RM,90.0,9900,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,504.0,504.0,GasA,2,Y,4,764,700,0,1464,0,0,2,0,3,1,2,7,7,0,0,NA,0,0,0.0,0,0,0,0,0,176,0,0,0,0,3,2009,WD ,129000,11.76756768334381
1896,534425015,20,RL,60.0,22002,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,2,3,CBlock,3,3,2,5,1386.0,1,0.0,206.0,1592.0,GasA,3,Y,4,1652,0,0,1652,1,0,1,1,3,1,3,6,7,1,4,Attchd,2,2,510.0,3,3,2,0,0,0,0,201,0,0,7,2007,WD ,200000,12.206072645530174
628,535126010,60,RL,100.0,13000,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,2,3,CBlock,4,3,1,3,448.0,1,0.0,448.0,896.0,GasA,3,Y,4,1182,960,0,2142,0,0,2,1,4,1,3,8,7,1,4,Attchd,3,1,509.0,3,3,2,0,72,0,0,252,0,0,6,2009,WD ,193500,12.173032791451973
1212,534403050,20,RL,75.0,8250,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,2,2,CBlock,4,3,1,3,787.0,1,0.0,305.0,1092.0,GasA,2,Y,4,1092,0,0,1092,1,0,1,0,3,1,2,6,7,0,0,Attchd,2,2,504.0,3,4,2,0,0,0,0,0,0,0,7,2008,WD ,145000,11.884489021402711
2864,909280070,50,RL,81.0,8170,Pave,2,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,3,3,BrkTil,3,3,1,5,526.0,1,0.0,496.0,1022.0,GasA,3,Y,3,1122,549,0,1671,0,0,2,0,4,1,2,7,7,1,4,Detchd,1,2,451.0,3,3,2,0,0,0,0,0,0,0,2,2006,WD ,218000,12.292250341771226
2740,905451050,20,RL,80.0,12048,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,4,1488,0,0,1488,0,0,1,0,3,1,2,7,7,1,5,Attchd,2,2,569.0,3,3,2,0,189,36,0,348,0,0,4,2006,WD ,135000,11.813030057420567
2560,534475160,20,RL,89.0,10858,Pave,3,Lvl,3,Corner,2,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,2,3,CBlock,3,3,2,2,40.0,1,0.0,1404.0,1444.0,GasA,3,Y,4,1624,0,0,1624,1,0,1,0,2,1,2,6,6,1,4,Attchd,2,1,240.0,3,3,2,0,40,324,0,0,0,0,7,2006,WD ,146500,11.894780707439258
1716,528174010,120,RL,61.0,7577,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,3,2,PConc,4,3,3,5,20.0,1,0.0,1342.0,1362.0,GasA,2,Y,4,1362,0,0,1362,0,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,460.0,3,3,2,192,28,0,0,0,0,0,6,2007,WD ,194700,12.17921519136029
1130,528488140,20,FV,62.0,7500,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,3,2,PConc,4,3,1,6,902.0,1,0.0,316.0,1218.0,GasA,2,Y,4,1218,0,0,1218,1,0,2,0,2,1,3,6,7,0,0,Attchd,3,2,462.0,3,3,2,168,168,0,0,0,0,0,4,2008,New,230348,12.347346487886606
201,903234050,30,RM,51.0,6120,Pave,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,2,1,5,960.0,1,0.0,164.0,1124.0,GasA,2,Y,4,1068,0,0,1068,1,0,1,0,2,1,2,5,7,1,4,Detchd,1,1,288.0,3,3,2,0,0,128,0,0,0,0,3,2010,WD ,109500,11.603679828238693
2886,913350030,20,RL,69.0,23580,Pave,2,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,6,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,4,6,776.0,1,0.0,849.0,1625.0,GasA,2,Y,4,1625,0,0,1625,0,1,2,0,3,1,1,6,7,1,3,Attchd,3,2,576.0,3,3,2,136,28,0,0,0,0,0,9,2006,WD ,242500,12.398756989359676
2328,527190050,160,RL,44.0,5306,Pave,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,4,1,6,495.0,3,215.0,354.0,1064.0,GasA,3,Y,4,1064,703,0,1767,1,0,2,0,2,1,3,5,7,1,3,Attchd,2,2,504.0,4,3,2,441,35,0,0,0,0,0,6,2006,WD ,239000,12.384218830913648
2583,535301150,20,RL,70.0,8092,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,2,3,CBlock,3,3,1,5,824.0,1,0.0,226.0,1050.0,GasA,3,Y,4,1050,0,0,1050,1,0,1,0,3,1,3,6,7,0,0,Attchd,2,1,286.0,3,3,2,0,0,0,0,0,0,0,6,2006,WD ,156000,11.957611286231675
1206,534277060,20,RL,77.0,8593,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,288.0,1,0.0,619.0,907.0,GasA,2,Y,4,907,0,0,907,0,0,1,0,3,1,2,5,7,0,0,Detchd,1,1,352.0,3,3,2,0,0,0,0,0,0,0,7,2008,WD ,109008,11.59917655301345
2242,910206010,50,RM,64.0,11067,Pave,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,4,640,0,205,845,0,0,1,0,1,1,2,4,2,0,0,Detchd,1,1,256.0,3,2,0,48,0,0,0,0,0,0,3,2007,WD ,68104,11.128791227563893
1105,528363020,60,RL,60.0,11929,Pave,2,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1242.0,1242.0,GasA,2,Y,4,1251,1250,0,2501,0,0,2,1,4,1,3,9,7,1,3,Attchd,2,3,751.0,3,3,2,192,87,0,0,0,0,0,6,2008,WD ,290000,12.577636201962656
121,534401110,20,RL,90.0,9900,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,4,1059.0,1,0.0,150.0,1209.0,GasA,2,Y,4,1209,0,0,1209,1,0,1,0,3,1,2,6,7,0,0,Attchd,2,2,504.0,3,3,2,0,0,120,0,0,0,0,4,2010,ConLD,159000,11.976659481202368
1223,534453140,70,RL,50.0,4882,Pave,2,Bnk,3,Inside,1,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,1,3,120.0,1,0.0,228.0,348.0,GasA,2,Y,4,453,453,0,906,0,0,1,0,2,1,2,5,7,0,0,Basment,1,1,231.0,2,3,2,0,0,0,0,0,0,0,9,2008,WD ,87000,11.37366339763672
265,907252120,20,RL,60.0,11423,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,3,2,PConc,4,3,3,6,1358.0,1,0.0,223.0,1581.0,GasA,2,Y,4,1601,0,0,1601,1,0,2,0,3,1,3,6,7,1,3,Attchd,2,2,670.0,3,3,2,180,0,0,0,0,0,2000,5,2010,WD ,272000,12.513557345278134
2813,907414040,20,RL,65.0,8772,Pave,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,6,996.0,1,0.0,340.0,1336.0,GasA,2,Y,4,1336,0,0,1336,1,0,2,0,3,1,3,6,7,0,0,Attchd,1,2,502.0,3,3,2,136,43,0,0,0,0,0,9,2006,New,198000,12.196022309676673
1294,902109120,50,RM,63.0,7628,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,801.0,801.0,GasA,3,Y,3,1095,561,0,1656,0,0,2,0,2,1,2,8,4,0,0,Detchd,1,2,440.0,3,3,2,187,0,0,0,0,0,0,5,2008,WD ,119164,11.688255974575329
2745,905477010,20,RL,77.0,8335,Pave,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,4,1124,0,0,1124,0,0,1,0,3,1,2,5,5,1,4,NA,0,0,0.0,0,0,0,0,36,190,0,0,0,0,4,2006,WD ,93000,11.440354772135393
1094,528280180,60,RL,71.0,8220,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,3,2,PConc,4,3,3,6,544.0,1,0.0,438.0,982.0,GasA,2,Y,4,1008,884,0,1892,0,0,2,1,3,1,2,8,7,1,3,Attchd,2,2,431.0,3,3,2,108,0,0,0,0,0,0,7,2008,WD ,226750,12.331603367977383
651,535353140,190,RL,107.0,10615,Pave,2,Bnk,3,Corner,1,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,3,2,4,440.0,1,0.0,538.0,978.0,GasA,2,Y,4,1014,685,0,1699,1,0,2,0,3,2,2,7,7,0,0,CarPort,1,2,420.0,2,2,2,0,74,0,0,0,0,0,8,2009,WD ,95000,11.461632170582678
198,903228150,50,RM,50.0,6000,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,300.0,1,0.0,480.0,780.0,GasA,2,Y,4,780,636,0,1416,0,0,1,1,3,1,2,6,7,0,0,Detchd,1,1,312.0,3,3,1,221,0,48,0,0,0,0,3,2010,WD ,139900,11.848683160653573
131,534451150,30,RL,55.0,5350,Pave,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,0,CBlock,3,3,1,1,0.0,1,0.0,728.0,728.0,GasA,0,Y,4,1306,0,0,1306,0,0,1,0,3,1,1,6,4,0,0,NA,0,0,0.0,0,0,2,263,0,0,0,0,0,450,5,2010,WD ,76500,11.245046019814627
1258,535380110,30,RL,60.0,5400,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,2,Y,4,672,0,0,672,0,0,1,0,2,1,2,4,7,0,0,Detchd,1,1,308.0,3,3,0,88,108,0,0,0,0,0,7,2008,WD ,86900,11.372513311253483
1599,923227030,20,RL,60.0,17979,Pave,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,2,3,CBlock,3,3,1,5,785.0,1,0.0,328.0,1113.0,GasA,3,Y,4,1160,0,0,1160,1,0,1,0,3,1,3,6,7,0,0,Attchd,1,1,257.0,3,3,2,81,0,0,0,0,0,500,2,2008,WD ,152500,11.934919875029603
1508,908250090,20,RL,68.0,9520,Pave,3,Bnk,3,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,2,2,CBlock,4,3,1,3,767.0,1,0.0,144.0,911.0,GasA,2,Y,4,930,0,0,930,0,0,1,0,2,1,2,5,7,0,0,Attchd,2,1,286.0,3,3,2,134,0,0,0,0,0,3000,5,2008,WD ,99000,11.502875129116727
615,534450150,30,RL,50.0,5330,Pave,3,HLS,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,3,3,1,2,280.0,1,0.0,140.0,420.0,GasA,2,Y,4,708,0,0,708,0,0,1,0,2,1,1,5,7,0,0,NA,0,0,0.0,0,0,2,164,0,0,0,0,0,0,12,2009,WD ,82500,11.320553572322773
1815,531451030,120,RL,50.0,8012,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,3,2,PConc,4,3,1,6,430.0,1,0.0,1145.0,1575.0,GasA,2,Y,4,1575,0,0,1575,1,0,2,0,2,1,3,5,7,0,0,Attchd,2,2,529.0,3,3,2,0,0,52,0,0,0,0,7,2007,WD ,179200,12.096257779522967
2712,905105010,20,RL,75.0,9000,Pave,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,5,773.0,1,0.0,286.0,1059.0,GasA,2,Y,4,1059,0,0,1059,1,0,1,0,3,1,2,6,7,0,0,Attchd,3,1,286.0,3,3,2,0,88,0,0,0,0,0,6,2006,WD ,142500,11.867097278690842
2051,905101070,20,RL,62.0,14299,Pave,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,513.0,2,144.0,348.0,1005.0,GasA,2,Y,4,1005,0,0,1005,1,0,1,0,3,1,2,5,7,0,0,Detchd,1,2,440.0,3,3,0,0,0,0,0,0,0,0,7,2007,WD ,115400,11.656159633056136
1863,534104090,60,FV,60.0,7050,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,738.0,1,0.0,319.0,1057.0,GasA,2,Y,4,1057,872,0,1929,1,0,2,1,3,1,3,7,7,1,3,Attchd,3,2,650.0,3,3,2,0,235,0,0,0,0,0,5,2007,WD ,226000,12.328290278254423
2510,533212130,160,FV,30.0,3180,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,GasA,2,Y,4,520,600,80,1200,0,0,2,1,2,1,3,4,7,0,0,Detchd,2,2,480.0,3,3,2,0,166,0,0,0,0,0,4,2006,WD ,144152,11.87862357740665
1069,528178090,60,RL,112.0,16451,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,3,2,PConc,5,3,4,1,0.0,1,0.0,1765.0,1765.0,GasA,2,Y,4,1804,886,0,2690,0,0,2,1,4,1,3,9,7,1,4,BuiltIn,3,3,795.0,3,3,2,268,58,0,0,0,0,0,7,2008,WD ,370000,12.821258284620408
336,923276030,20,RL,76.0,12887,Pave,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,3,2,3,207.0,6,590.0,36.0,833.0,GasA,2,Y,4,833,0,0,833,1,0,1,0,2,1,3,5,7,0,0,Attchd,1,2,495.0,3,3,2,431,0,0,0,0,0,0,4,2010,WD ,149900,11.917723684090689
2417,528221100,60,RL,105.0,15578,Pave,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,2,Y,4,728,728,0,1456,0,0,2,1,3,1,2,8,7,0,0,Attchd,2,2,429.0,3,3,2,0,0,0,0,0,0,0,5,2006,New,172785,12.059803326028716
1962,535451110,20,RL,60.0,7200,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,398.0,4,149.0,317.0,864.0,GasA,2,Y,4,864,0,0,864,1,0,1,0,3,1,3,5,7,0,0,Detchd,2,2,720.0,3,3,2,194,0,0,0,0,0,0,7,2007,WD ,129000,11.76756768334381
372,527302175,20,RL,48.0,17043,Pave,2,Lvl,3,CulDSac,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,2,1,1,0.0,1,0.0,1362.0,1362.0,GasA,3,Y,4,1586,0,0,1586,0,0,2,0,3,1,2,7,7,1,3,Attchd,1,2,435.0,3,3,2,192,0,0,0,0,0,0,1,2009,WD ,181000,12.106252310247962
2578,535178100,80,RL,125.0,10000,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,2,2,CBlock,3,3,3,4,678.0,3,281.0,99.0,1058.0,GasA,2,Y,4,1370,0,0,1370,1,0,1,0,3,1,2,6,7,1,3,Basment,2,1,300.0,3,3,2,191,0,0,0,120,0,0,2,2006,WD ,148000,11.904967552746252
2824,908130020,20,RL,75.0,8050,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,3,6,475.0,5,297.0,142.0,914.0,GasA,2,Y,4,914,0,0,914,1,0,1,0,2,1,3,4,7,0,0,NA,0,0,0.0,0,0,0,32,0,0,0,0,0,0,4,2006,WD ,117250,11.672063686308526
471,528228435,120,RL,43.0,3182,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,4,3,3,6,16.0,1,0.0,1357.0,1373.0,GasA,2,Y,4,1555,0,0,1555,0,0,2,0,2,1,3,7,7,1,3,Attchd,3,2,430.0,3,3,2,143,20,0,0,0,0,0,5,2009,WD ,192500,12.167851432709975
1544,909451150,160,RM,24.0,1950,Pave,3,Lvl,3,Inside,2,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,3,1,2,81.0,6,612.0,23.0,716.0,GasA,3,Y,4,716,840,0,1556,1,0,2,1,3,1,2,6,7,1,3,Attchd,3,2,452.0,3,3,2,161,0,0,0,0,0,0,7,2008,COD,151000,11.925035115797062
2141,907203060,20,RL,70.0,7700,Pave,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,2,138.0,3,468.0,276.0,882.0,GasA,2,Y,4,882,0,0,882,1,0,1,0,3,1,2,5,7,0,0,Detchd,1,2,461.0,3,3,2,96,0,0,0,0,0,0,3,2007,WD ,112500,11.630708500626612
2008,903205085,30,RL,98.0,8731,Pave,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,1,BrkTil,3,3,1,4,645.0,1,0.0,270.0,915.0,GasA,1,Y,4,1167,0,0,1167,0,0,1,0,3,1,2,6,3,1,4,Detchd,1,2,495.0,3,3,2,0,0,216,0,126,0,0,5,2007,WD ,144000,11.877568578558138
