id,pid,saleprice,log_saleprice,neighborhood,overall_qual,ms_zoning,ms_subclass_60_house_style_2Story,lot_area,lot_shape,lot_frontage,paved_drive,gr_liv_area,totrms_abvgrd,kitchen_qual,fireplaces,fireplace_qu,abv_grd_sf,total_bath,below_grd_sf,overall_bsmt_score,exter_qual,total_outdoor_area,garage_cars,overall_garage_score,foundation_PConc,garage_type_Attchd,garage_type_Detchd,roof_style_Hip,exterior_1st_VinylSd,mas_vnr_type_None,age,electrical,sale_type_New
614,534431130,122000,11.711776323715394,2,5,3,0,9768,3,68.0,2,960,5,2,0,0,960,2,1060.0,7,2,400.0,1,8,0,1,0,0,0,1,54,4,0
1736,528222030,176485,12.080991165908294,3,7,3,0,8993,2,73.0,2,1302,6,3,0,0,1302,2,1302.0,8,3,458.0,2,9,1,1,0,0,1,1,0,4,1
2686,903400030,109000,11.59910316121128,1,5,3,0,11672,1,50.0,0,816,4,2,0,0,816,1,816.0,5,2,490.0,1,5,0,0,1,0,0,1,56,3,0
2257,916253320,330000,12.706847933442663,4,7,2,0,9763,2,60.0,2,1502,5,3,1,3,1502,3,2604.0,11,3,525.0,1,9,1,1,0,0,0,0,9,4,0
1284,902100020,143000,11.870599909242044,1,6,2,0,9836,3,56.0,2,1133,7,2,0,0,1133,2,288.0,10,2,483.0,1,7,1,0,1,0,1,1,0,4,0
1765,528340030,410000,12.92391243868049,4,9,3,1,10557,2,89.0,2,3078,9,3,1,3,3078,4,2080.0,15,3,1423.0,3,9,1,1,0,0,0,0,9,4,0
1811,531380110,201000,12.211060187041213,2,6,3,1,8462,2,70.0,2,1721,7,3,0,0,1721,4,1742.0,11,3,963.0,2,8,1,1,0,0,0,0,13,4,0
2603,535380130,80000,11.289781913656018,1,4,3,0,10818,3,60.0,2,1760,7,2,1,3,1760,2,1077.0,4,2,864.0,2,6,0,0,1,0,1,1,56,3,0
2220,909282020,259500,12.46651198158808,3,6,3,0,7259,2,61.0,2,2320,9,3,1,3,2320,4,1802.0,9,2,404.0,1,7,0,0,1,0,0,1,5,4,0
2273,916477060,279900,12.542187675503545,4,7,3,1,11800,2,60.0,2,2486,10,3,1,4,2486,5,1888.0,14,3,721.0,2,9,1,0,0,0,1,0,3,4,0
163,535453070,154000,11.944707881395766,2,5,3,0,7500,3,75.0,2,1246,6,3,0,0,1246,3,1586.0,6,2,523.0,1,8,0,1,0,1,0,1,16,4,0
2734,905403050,128000,11.759785542901756,1,5,3,0,6488,3,62.0,2,1150,6,2,2,3,1150,1,1029.0,6,2,479.0,1,7,0,0,0,0,0,1,56,3,0
426,528108010,256300,12.454103912352162,4,8,3,0,14230,3,110.0,2,1600,7,3,1,4,1600,2,1566.0,6,3,1586.0,3,8,1,1,0,0,1,0,2,4,0
2216,909276210,188000,12.144197241812089,3,4,3,0,7810,2,110.0,2,1755,7,3,1,3,1755,2,1119.0,10,2,271.0,1,6,0,0,1,0,0,1,4,4,0
2900,916475100,312500,12.652359748158592,4,8,3,0,14331,3,85.0,2,1800,7,3,1,4,1800,3,3074.0,15,3,1743.0,3,9,1,1,0,1,1,0,4,4,0
97,533212010,151000,11.925035115797062,4,7,4,0,3182,3,30.0,2,1200,4,3,0,0,1200,3,600.0,6,3,652.0,2,8,1,0,1,0,0,1,5,4,0
1680,527451170,122500,11.715866308966918,1,5,2,0,1920,3,24.0,2,1365,6,2,0,0,1365,3,1236.0,9,2,1092.0,2,7,0,0,1,0,0,0,36,4,0
1133,531371070,188000,12.144197241812089,2,6,3,1,10110,3,68.0,2,1696,7,3,0,0,1696,4,915.0,12,3,751.0,2,8,1,1,0,0,1,1,5,4,0
2761,906394010,209700,12.253433216890013,3,7,3,1,10984,2,91.0,2,1809,8,3,0,0,1809,3,945.0,9,3,836.0,2,8,1,1,0,0,1,1,0,4,1
1642,527256030,441929,12.998904514672732,4,8,3,0,14082,2,85.0,2,2234,7,3,1,4,2234,3,3778.0,15,3,2139.0,2,8,1,1,0,1,1,0,1,4,0
1141,531382110,163000,12.0015054797889,2,6,3,1,8480,2,50.0,2,1680,7,3,0,0,1680,4,1488.0,11,3,834.0,2,8,1,1,0,0,0,0,14,4,0
2118,906475110,187500,12.141534124392605,3,6,3,1,12205,2,60.0,2,2087,9,3,0,0,2087,3,1400.0,9,2,902.0,2,9,0,1,0,0,0,0,0,4,0
870,907275010,220000,12.301382825334498,3,8,3,0,15750,3,90.0,2,1513,5,3,1,3,1513,3,2708.0,14,3,950.0,2,9,1,1,0,0,1,0,9,4,0
1875,534201040,127000,11.751942365440728,2,5,3,0,8050,3,70.0,2,1107,5,3,0,0,1107,2,1423.0,9,2,460.0,1,8,0,1,0,0,0,1,14,4,0
155,535327140,107500,11.585246126549857,2,5,3,0,7200,3,60.0,2,827,5,2,1,1,827,1,0.0,0,2,392.0,1,7,0,0,1,0,1,1,3,4,0
1318,902328040,128000,11.759785542901756,1,6,2,0,6300,3,35.0,2,1484,9,2,1,4,1484,2,742.0,5,2,425.0,0,0,0,0,0,0,0,1,7,4,0
1285,902100030,73000,11.198214720130528,1,5,2,0,5232,0,30.0,0,764,4,2,0,0,764,1,680.0,4,2,504.0,2,7,0,0,1,0,0,1,4,1,0
2400,528164040,374000,12.832011076396668,4,9,3,0,11846,2,72.0,2,1792,6,4,1,4,1792,3,3359.0,15,3,1691.0,3,9,1,1,0,1,1,0,2,4,0
1068,528178070,421250,12.950981760648707,4,8,3,1,16900,3,130.0,2,2649,10,3,1,3,2649,4,2554.0,13,3,1916.0,3,9,1,1,0,0,1,0,6,4,0
361,527164060,178000,12.089538829274222,3,6,3,1,9636,2,60.0,2,1593,7,2,1,3,1593,3,808.0,6,2,771.0,2,8,1,0,0,0,1,1,16,4,0
1493,908128050,137500,11.831379196088765,1,4,3,0,10012,3,90.0,2,1181,6,2,0,0,1181,3,2058.0,11,2,768.0,2,8,0,0,1,0,0,1,36,4,0
1110,528390020,301500,12.616525295149378,4,8,3,0,14303,2,91.0,2,1987,7,3,1,3,1987,3,3300.0,14,3,1543.0,2,9,1,1,0,1,0,0,14,4,0
911,909250080,105000,11.56171562913966,1,6,3,0,5707,3,43.0,2,1242,6,2,1,4,1242,2,583.0,5,2,605.0,1,6,0,0,1,0,0,1,59,2,0
2535,534201260,157500,11.967180737247824,2,6,3,0,9360,3,78.0,2,976,4,3,1,2,976,2,1736.0,11,2,801.0,2,8,0,1,0,1,0,0,2,4,0
2030,903430050,117000,11.669929213779891,1,5,2,0,5680,3,40.0,0,1214,6,2,0,0,1214,1,969.0,5,2,293.0,1,7,0,0,1,0,0,1,57,3,0
2634,535478090,105000,11.56171562913966,2,5,3,0,7000,3,70.0,2,864,5,2,0,0,864,2,1332.0,8,2,336.0,1,7,0,1,0,0,0,1,44,4,0
1530,909256060,115000,11.652687407345388,1,6,3,0,10480,3,51.0,2,1639,6,2,0,0,1166,1,1064.0,5,2,240.0,1,7,0,0,1,0,0,1,58,3,0
435,528112040,360000,12.793859310432293,4,9,3,0,11578,3,95.0,2,1736,7,4,1,4,1736,2,1736.0,7,4,1545.0,3,8,1,1,0,0,1,0,1,4,0
812,906226110,118858,11.685684782260491,2,5,3,0,7018,3,64.0,2,1535,8,2,0,0,1535,2,0.0,0,2,400.0,2,7,0,1,0,0,0,1,30,4,0
1202,534251280,173000,12.061046873479915,3,6,3,1,9130,3,60.0,2,1632,7,3,0,0,1632,3,1200.0,10,2,776.0,2,7,0,1,0,1,0,0,8,4,0
666,535383120,78500,11.2708539037705,1,3,3,0,10800,3,60.0,2,725,4,2,0,0,725,2,630.0,5,2,350.0,1,7,0,0,1,0,1,1,11,3,0
1751,528240020,183500,12.11996994647676,3,7,3,1,8244,2,62.0,2,1720,7,3,1,4,1720,3,840.0,6,3,588.0,2,9,1,1,0,0,1,1,3,4,0
705,902135020,93000,11.440354772135391,1,4,2,0,6000,3,60.0,2,936,4,2,0,0,936,1,936.0,4,1,720.0,2,7,0,0,1,0,0,1,56,4,0
1744,528228375,226500,12.330500223905226,3,8,3,0,3621,3,60.0,2,1589,7,3,1,3,1589,3,2490.0,14,3,865.0,3,9,1,1,0,1,1,0,4,4,0
357,527163040,178000,12.089538829274222,3,6,3,1,7837,2,59.0,2,1571,7,2,1,3,1571,3,799.0,6,3,420.0,2,8,1,1,0,0,1,1,15,4,0
2133,907192120,226000,12.328290278254425,3,7,3,0,10665,2,72.0,2,1479,7,3,0,0,1479,3,2466.0,13,3,898.0,2,8,1,1,0,0,1,0,4,4,0
989,924100060,173000,12.061046873479915,2,5,3,1,10457,2,70.0,2,1632,7,2,1,3,1632,2,1280.0,11,3,1617.0,2,8,0,1,0,0,1,0,40,4,0
562,532378120,62383,11.041048081342682,2,5,3,0,8281,2,60.0,2,864,5,2,1,1,864,1,1417.0,7,2,596.0,1,7,0,0,1,0,0,1,44,4,0
1054,528104080,446261,13.008659261632127,4,9,3,1,14948,2,67.0,2,2713,11,4,1,4,2713,4,2782.0,14,4,1318.0,3,9,1,1,0,1,1,0,0,4,1
2850,909250070,160000,11.982929094215963,1,7,3,0,7000,3,43.0,2,1479,6,3,2,4,1479,2,1048.0,9,2,898.0,1,7,0,0,1,0,0,1,9,4,0
1082,528228405,219990,12.301337369755954,3,7,2,0,3940,3,60.0,2,1576,7,3,1,3,1576,3,2480.0,11,3,855.0,3,8,1,1,0,1,1,0,4,4,0
1440,907187080,191000,12.160028707028768,3,7,3,0,9382,2,93.0,2,1479,6,3,0,0,1479,2,1468.0,6,3,847.0,2,8,1,1,0,0,1,0,8,4,0
2006,903201090,136500,11.824079893607152,1,5,3,0,6854,3,55.0,2,1060,6,2,1,4,1060,2,1073.0,6,2,523.0,1,6,1,0,1,0,0,1,13,3,0
2082,905475520,80000,11.289781913656018,1,4,3,0,11515,2,60.0,0,943,5,3,0,0,943,1,0.0,0,2,368.0,1,7,0,0,1,0,0,1,13,4,0
2344,527302080,229000,12.341477282536376,3,7,3,0,13837,2,60.0,2,2183,9,3,0,0,2183,3,2206.0,11,3,964.0,3,7,1,1,0,0,0,0,18,4,0
248,906223090,236000,12.371587084007746,2,7,3,1,9938,3,80.0,2,1949,8,3,1,3,1949,4,1800.0,11,3,1066.0,2,9,1,1,0,0,0,0,16,4,0
2276,921128030,392000,12.8790171187726,4,10,3,0,12633,2,85.0,2,1824,8,4,1,4,1824,2,1824.0,10,4,1478.0,3,9,1,1,0,1,0,0,0,4,1
755,903451090,149000,11.911701584927595,1,6,2,0,6876,3,57.0,2,1930,8,2,0,0,1930,3,1242.0,8,2,529.0,1,7,0,1,0,0,0,1,59,4,0
1178,533236090,345000,12.751299696013495,4,10,4,0,3951,2,36.0,2,2393,7,4,1,3,2393,4,1098.0,10,4,1030.0,2,9,1,1,0,0,0,1,9,4,0
2636,902100110,169000,12.037653993905211,1,5,2,0,9856,3,62.0,2,2014,8,2,0,0,2014,2,716.0,4,3,863.0,2,7,1,0,1,1,0,1,1,3,0
2077,905377050,109900,11.607326140391711,1,4,3,0,17808,3,84.0,0,1242,4,2,0,0,1242,1,484.0,5,2,336.0,1,7,0,1,0,0,0,1,57,4,0
2930,924151050,188000,12.144197241812089,2,7,3,1,9627,3,74.0,2,2000,9,2,1,3,2000,3,1754.0,9,2,982.0,3,9,1,1,0,0,0,0,12,4,0
737,903227090,132500,11.794337924408412,1,6,2,0,6000,3,50.0,2,1412,6,2,1,4,1412,1,780.0,5,2,325.0,1,7,0,0,1,0,0,1,59,2,0
837,907126050,143000,11.870599909242044,3,5,3,0,9757,3,65.0,2,990,5,2,0,0,990,2,1745.0,9,2,598.0,1,8,1,1,0,0,1,1,15,4,0
2086,905478140,125000,11.736069016284436,1,5,3,0,9280,3,58.0,2,1342,7,2,0,0,1342,2,1899.0,8,2,256.0,1,7,0,0,1,0,0,1,56,4,0
2385,528114010,415000,12.936033799212836,4,9,3,0,14780,2,120.0,2,1868,7,4,1,4,1868,3,3373.0,15,4,2219.0,3,9,1,1,0,1,1,0,1,4,0
189,902402130,125500,11.740061037553977,1,4,2,0,7740,3,60.0,2,1363,6,2,0,0,1363,1,622.0,4,2,696.0,2,7,0,0,1,0,1,1,60,4,0
635,535175030,139000,11.842229212112828,2,6,3,0,9600,3,80.0,2,1632,6,2,1,4,1632,3,1860.0,7,2,810.0,1,8,0,1,0,1,0,0,21,4,0
432,528110010,451950,13.021326833226556,4,10,3,1,13478,2,97.0,2,2296,10,4,1,4,2296,4,3060.0,15,4,1918.0,3,8,1,0,0,0,0,0,1,4,0
900,908275040,119900,11.694413341015606,1,5,3,0,10926,3,65.0,2,1678,10,2,0,0,1678,2,1678.0,5,2,74.0,0,0,0,0,0,1,1,0,50,4,0
966,916455070,220000,12.301382825334498,4,8,3,0,6853,2,60.0,2,1296,6,3,0,0,1296,3,2272.0,12,3,824.0,2,9,1,1,0,0,1,0,7,4,0
1612,526352080,167300,12.027543886974914,2,6,3,0,10667,3,85.0,2,1587,7,2,1,4,1587,2,2425.0,8,2,871.0,2,7,0,1,0,0,0,0,36,4,0
904,909101100,122000,11.711776323715394,1,5,3,0,8212,3,45.0,2,1298,6,2,2,4,1298,1,1346.0,7,2,340.0,1,7,0,0,1,0,0,1,59,4,0
2487,532351090,125000,11.736069016284436,2,5,2,0,9100,3,70.0,2,1728,10,2,0,0,1728,3,3060.0,7,2,840.0,2,7,0,0,1,0,0,0,43,4,0
1304,902205090,112500,11.630708500626612,1,5,2,0,6000,3,50.0,2,928,5,2,0,0,928,1,1236.0,7,2,288.0,1,9,0,1,0,1,0,1,51,3,0
2112,906394020,191000,12.160028707028768,3,7,3,1,9316,3,78.0,2,1795,7,3,0,0,1795,3,879.0,9,3,853.0,2,8,1,1,0,0,1,1,1,4,0
1244,535180100,136000,11.820410164718188,2,6,3,0,9464,3,75.0,2,1080,5,2,0,0,1080,1,1650.0,8,2,553.0,1,7,0,1,0,1,0,0,50,4,0
843,907175100,197900,12.195517131590655,3,7,3,1,10400,3,80.0,2,1779,6,3,0,0,1779,3,866.0,8,2,780.0,2,8,1,1,0,0,1,1,11,4,0
2689,903430090,117000,11.669929213779891,1,6,2,0,5310,3,59.0,2,1635,5,3,0,0,1635,1,485.0,5,2,649.0,1,6,0,1,0,1,1,1,3,4,0
2753,906380170,194000,12.175613438045463,3,7,3,0,7406,3,64.0,2,1220,6,3,0,0,1220,3,1883.0,13,3,875.0,2,8,1,1,0,0,1,0,0,4,1
1169,533215030,285000,12.560244459250788,4,9,4,0,4538,2,60.0,2,1310,5,3,1,3,1310,3,2314.0,14,3,1046.0,2,8,1,1,0,0,1,0,7,4,0
1376,904351280,127500,11.755871643580615,1,5,3,0,10106,3,62.0,2,1355,6,2,0,0,1355,3,995.0,9,2,140.0,0,0,0,0,0,0,0,1,9,4,0
2503,533128030,268000,12.498742259492994,4,7,3,1,13346,2,60.0,2,2295,9,3,1,3,2295,4,1823.0,11,3,630.0,2,8,1,1,0,0,0,1,6,4,0
1987,902206270,137000,11.827736204810265,1,4,2,0,9639,3,57.0,0,1798,7,2,0,0,1798,3,1075.0,5,2,502.0,2,7,1,0,1,0,0,1,57,4,0
1190,534129060,215000,12.2783933071098,3,7,3,0,15387,2,60.0,2,1620,8,3,1,4,1620,2,2223.0,9,2,832.0,2,7,0,1,0,0,0,1,41,4,0
1930,535300040,129500,11.771436160121729,2,5,3,0,10050,3,75.0,2,1216,5,2,0,0,1216,2,1504.0,7,2,336.0,1,8,0,1,0,1,0,1,52,4,0
2677,903231190,115000,11.652687407345388,1,5,2,0,6240,3,60.0,2,1344,7,2,0,0,1344,1,896.0,6,2,554.0,1,6,0,0,1,0,0,1,56,3,0
1256,535375160,114000,11.643953727376632,1,5,3,0,7506,3,45.0,0,1159,5,2,0,0,1159,1,747.0,5,2,468.0,1,6,1,0,1,0,1,1,58,4,0
2484,531478010,107000,11.580584113444043,2,4,1,0,8900,3,60.0,2,1056,5,2,0,0,1056,2,2112.0,7,2,426.0,1,7,0,0,1,0,0,1,40,4,0
1253,535352080,118500,11.682668239557325,2,5,3,0,8480,3,80.0,2,1216,6,2,0,0,1216,1,1274.0,7,2,596.0,1,7,0,0,1,0,0,1,58,4,0
1337,903227080,120000,11.695247021764184,1,6,2,0,6000,3,50.0,2,1158,5,2,1,4,1158,1,862.0,5,2,320.0,1,8,0,0,0,0,0,1,58,4,0
1788,528439040,260000,12.468436909997664,4,8,3,0,8847,3,74.0,2,1538,7,3,0,0,1538,3,2307.0,13,3,818.0,2,8,1,1,0,0,1,0,2,4,0
141,535152130,136000,11.820410164718188,2,5,3,0,8050,2,60.0,2,1143,6,2,0,0,1143,2,1999.0,8,2,458.0,1,8,0,1,0,1,0,0,51,4,0
1669,527404140,123000,11.719939634354557,2,4,3,0,8294,3,70.0,2,872,5,2,0,0,872,1,858.0,5,2,480.0,4,7,0,0,1,0,0,1,36,4,0
1366,903458110,89500,11.401993904262946,1,6,2,0,7920,2,60.0,0,1406,6,1,0,0,1406,1,319.0,5,2,144.0,0,0,0,0,0,0,0,1,58,3,0
52,528218150,199500,12.203569515312056,3,6,3,0,18494,2,100.0,2,1324,6,3,0,0,1324,2,1324.0,6,3,489.0,2,9,1,1,0,0,1,1,5,4,0
1380,905104080,109900,11.607326140391711,2,5,3,0,7162,2,60.0,2,904,6,2,0,0,904,1,876.0,5,2,449.0,1,7,1,1,0,0,0,0,42,4,0
919,909257050,234000,12.36307639433984,3,7,3,0,10918,3,53.0,2,2080,9,3,2,4,2080,2,1276.0,6,3,427.0,1,7,0,0,1,0,0,1,5,4,0
2804,907290230,155900,11.956970055045868,3,6,2,0,4435,3,37.0,2,848,3,3,1,4,848,2,1510.0,12,3,729.0,2,8,1,1,0,0,1,0,2,4,0
782,905229040,161500,11.992260421644849,3,4,3,0,11250,3,60.0,2,1788,8,2,2,3,1788,2,1104.0,7,2,424.0,1,7,0,1,0,0,0,1,20,3,0
956,916176030,137500,11.831379196088765,4,6,3,0,14375,2,60.0,2,1344,7,3,1,4,1344,2,930.0,10,2,1417.0,2,8,0,0,0,0,0,0,51,3,0
187,902401060,76500,11.245046019814628,1,5,2,0,9045,3,100.0,0,2256,12,1,0,0,2256,2,840.0,6,2,36.0,0,0,0,0,0,0,0,1,60,2,0
2074,905352180,211000,12.259613412458204,3,6,3,1,10029,2,97.0,2,2060,8,2,1,3,2060,4,1982.0,11,3,1209.0,2,7,1,1,0,0,0,0,18,4,0
1039,527427110,181000,12.106252310247962,2,6,1,0,4060,3,34.0,2,1337,5,3,0,0,1337,3,1671.0,11,3,723.0,2,9,1,1,0,0,0,1,9,4,0
1210,534401130,174900,12.071969661006694,2,6,3,0,9020,3,82.0,2,1165,6,2,0,0,1165,3,1439.0,10,2,802.0,2,10,0,1,0,0,0,0,42,4,0
2710,905103140,164500,12.010665849187564,2,5,3,0,11777,2,96.0,2,1320,6,2,2,2,1320,2,1492.0,8,2,1129.0,2,8,0,1,0,0,1,0,40,4,0
44,528138060,214000,12.273731294003989,4,7,3,0,10171,2,70.0,2,1535,7,3,0,0,1535,2,1519.0,11,3,700.0,2,8,1,1,0,0,1,0,6,4,0
1026,527354160,185000,12.128111104060462,3,7,3,1,10400,3,80.0,2,2044,7,2,1,3,2044,3,738.0,7,2,870.0,2,7,0,1,0,0,0,0,20,4,0
1343,903231080,123000,11.719939634354557,1,4,2,0,6240,3,52.0,2,1136,6,2,0,0,1136,2,784.0,8,2,781.0,1,7,1,0,1,0,0,1,58,4,0
2248,914452090,183500,12.11996994647676,2,6,3,0,12150,2,60.0,2,1299,5,3,1,1,1299,3,2002.0,13,2,792.0,2,8,0,0,0,0,0,1,28,4,0
1849,533236040,174000,12.066810578196666,4,8,4,0,2645,3,24.0,2,1441,5,3,0,0,1441,3,776.0,6,3,1154.0,2,7,1,0,1,0,0,0,7,4,0
2076,905377020,130000,11.77528972943772,1,5,3,0,22692,2,60.0,1,1630,6,2,1,3,1630,2,1660.0,7,2,713.0,2,7,0,0,1,0,0,1,54,4,0
2641,902106040,178000,12.089538829274222,1,7,2,0,9600,3,60.0,2,1641,6,4,1,4,1641,3,744.0,6,2,780.0,2,6,0,0,1,0,0,1,16,4,0
5,527105010,189900,12.154252896800378,3,5,3,1,13830,2,74.0,2,1629,6,2,1,3,1629,3,1719.0,11,2,728.0,2,9,1,1,0,0,1,1,12,4,0
878,907290180,144000,11.877568578558138,3,6,2,0,4435,3,60.0,2,848,4,3,0,0,848,2,1533.0,13,3,730.0,2,9,1,1,0,0,1,0,5,4,0
1548,910202100,120500,11.699405031912846,1,6,2,0,5890,3,60.0,2,816,5,2,0,0,816,1,1354.0,11,3,528.0,1,7,0,0,1,0,0,1,1,4,0
841,907135040,145000,11.884489021402713,3,5,3,0,10859,3,112.0,2,1097,6,2,0,0,1097,2,1097.0,6,2,1128.0,2,7,1,1,0,0,1,1,14,4,0
1621,527126030,251000,12.43320821811392,4,8,3,0,5330,3,41.0,2,1652,6,4,0,0,1652,3,2690.0,13,3,643.0,2,8,1,1,0,0,0,1,7,4,0
218,905101310,136500,11.824079893607152,2,4,3,0,10778,3,72.0,2,1768,8,2,0,0,1768,2,1768.0,5,2,0.0,0,0,0,0,0,1,0,1,42,4,0
1504,908204160,82500,11.320553572322773,1,4,3,0,6845,3,74.0,0,1152,6,2,0,0,1152,2,0.0,0,2,58.0,0,0,0,0,0,0,0,0,53,2,0
946,912251110,57625,10.96171178029895,1,2,6,0,21780,3,109.0,0,810,4,2,0,0,810,1,0.0,0,1,423.0,1,7,0,0,1,0,0,1,59,3,0
455,528175050,212500,12.266697267346608,4,7,3,0,10307,2,80.0,2,1358,6,3,1,4,1358,3,2226.0,11,3,878.0,2,8,1,1,0,0,1,0,1,4,0
2906,923203090,164000,12.007621706806336,2,6,2,0,4500,3,32.0,2,1216,5,2,0,0,1216,3,2113.0,12,2,643.0,2,7,1,1,0,1,1,0,8,4,0
2878,910226060,139000,11.842229212112828,1,6,2,0,9060,3,75.0,2,1638,6,3,0,0,1638,2,967.0,5,2,732.0,1,7,0,0,1,0,0,0,49,4,0
1173,533217050,160000,11.982929094215963,4,7,4,0,2160,3,24.0,2,1252,4,3,0,0,1252,4,1110.0,9,3,722.0,2,7,1,0,1,0,0,0,8,4,0
985,923276260,149000,11.911701584927595,2,5,3,0,7669,3,70.0,2,883,5,2,1,2,883,2,1546.0,13,2,830.0,2,7,1,0,1,0,0,1,16,4,0
975,923225490,130000,11.77528972943772,2,5,3,0,9858,3,62.0,2,874,5,2,0,0,874,2,1374.0,8,2,321.0,1,8,0,1,0,0,0,1,41,4,0
202,903425110,140000,11.84939770159144,1,7,2,0,10300,2,50.0,2,1710,9,2,0,0,1710,2,576.0,5,2,567.0,2,7,0,0,1,0,0,1,60,4,0
528,528480170,264500,12.48559653028049,4,8,4,0,8125,3,65.0,2,1836,8,3,1,4,1836,2,1836.0,6,3,980.0,2,9,1,1,0,1,1,0,0,4,1
2579,535179050,141000,11.856515169360303,2,5,3,0,14850,2,69.0,2,1092,6,2,1,3,1092,2,1987.0,7,2,689.0,1,9,0,1,0,0,0,1,49,3,0
1841,533208040,199900,12.205572520488492,4,7,4,0,4274,2,35.0,2,1241,4,3,0,0,1241,3,2347.0,11,3,685.0,2,9,1,1,0,0,1,1,0,4,1
591,534152120,167900,12.031123843065632,3,6,3,0,9650,3,80.0,2,1334,6,2,1,3,1334,3,2036.0,10,2,1006.0,2,8,0,1,0,0,0,0,32,4,0
1897,534425080,181900,12.111212364506214,2,6,3,0,14585,2,60.0,2,1429,7,3,2,4,1429,2,1738.0,8,2,983.0,2,7,0,1,0,0,0,0,20,4,0
70,528458110,262500,12.478006361013817,4,8,4,0,9000,3,75.0,2,1566,7,3,0,0,1566,3,2644.0,13,3,1098.0,2,8,1,1,0,0,1,0,2,4,0
590,534151120,230000,12.345834587905332,3,7,3,1,13774,2,60.0,2,2288,8,3,2,3,2288,3,1340.0,11,2,1352.0,2,8,1,1,0,1,0,0,17,4,0
1172,533215080,328900,12.703509032177148,4,9,4,0,5119,2,50.0,2,1709,5,3,1,3,1709,3,2936.0,14,3,728.0,2,9,1,1,0,0,0,0,8,4,0
1714,528172070,232698,12.35749675449625,4,8,3,0,9254,2,71.0,2,1721,7,3,0,0,1721,3,1840.0,11,3,959.0,2,8,1,1,0,0,1,0,2,4,0
829,906380220,221800,12.309531353898404,3,8,3,0,10324,2,95.0,2,1254,5,3,0,0,1254,3,2126.0,13,3,1210.0,3,8,1,1,0,0,1,0,1,4,0
1397,905227050,152400,11.934263922234685,2,5,3,0,8375,3,63.0,0,1350,6,3,0,0,1350,3,912.0,9,2,627.0,3,7,0,0,0,0,0,1,35,4,0
877,907290090,213000,12.269047444691562,3,7,3,0,9750,3,75.0,2,1630,6,3,1,3,1630,2,1630.0,6,3,930.0,2,7,1,1,0,0,1,0,8,4,0
2477,531376050,184900,12.127570417375216,2,7,3,1,7632,2,74.0,2,1585,7,3,0,0,1585,3,784.0,6,3,722.0,2,8,1,1,0,0,1,0,1,4,0
2871,909428110,157000,11.964001084330445,3,5,3,0,15750,3,90.0,2,1336,5,2,2,4,1336,2,2006.0,9,2,431.0,1,7,0,1,0,1,0,0,53,4,0
2489,532353030,144000,11.877568578558138,2,5,3,0,9240,2,60.0,2,1211,6,2,1,3,1211,1,1476.0,8,2,737.0,2,7,0,0,1,1,0,1,4,4,0
1655,527354050,192350,12.16707190818044,3,6,3,0,10400,3,80.0,2,1353,5,2,1,3,1353,3,2162.0,11,2,1112.0,2,8,0,1,0,0,0,0,8,4,0
1891,534401120,163500,12.004568269319446,2,7,3,0,8800,3,80.0,2,1200,6,2,1,3,1200,3,1828.0,8,2,642.0,2,8,0,1,0,1,0,0,41,4,0
1419,906204150,262280,12.477167914377556,2,7,3,1,11839,3,86.0,2,2329,10,3,1,5,2329,4,2560.0,11,2,926.0,2,7,1,1,0,1,0,0,18,4,0
1473,907405020,214000,12.273731294003989,3,7,3,0,9135,3,70.0,2,1536,7,3,0,0,1536,3,2346.0,13,3,911.0,2,8,1,1,0,0,1,0,5,4,0
2868,909425120,230000,12.345834587905332,3,6,3,0,14115,2,90.0,2,1811,6,4,1,4,1811,1,1369.0,9,2,750.0,2,9,1,1,0,0,0,1,2,4,0
1695,528108160,280000,12.542544882151386,4,7,3,1,14154,3,109.0,2,2172,9,3,1,4,2172,3,1063.0,7,3,1551.0,3,8,1,1,0,0,1,0,1,4,1
2244,911128010,140000,11.84939770159144,1,4,7,0,6565,3,65.0,2,1073,6,2,0,0,1073,2,2040.0,10,2,1164.0,2,7,0,0,1,0,0,1,27,3,0
169,535477020,155000,11.951180395901384,2,6,3,1,7700,3,70.0,2,1839,7,2,1,3,1839,2,756.0,5,2,1133.0,2,7,0,1,0,0,0,0,44,4,0
2670,902456015,64500,11.074420502783864,1,3,7,0,4761,3,63.0,0,1020,5,1,0,0,1020,1,1020.0,5,1,105.0,0,0,0,0,0,0,0,1,56,1,0
247,906204230,218000,12.292250341771226,2,6,3,1,12361,2,87.0,2,1802,8,3,1,4,1802,4,1806.0,11,3,1644.0,4,8,1,0,0,0,1,0,17,4,0
2137,907200250,160000,11.982929094215963,3,5,3,0,9720,3,72.0,2,1009,6,2,1,2,1009,2,1750.0,11,2,627.0,2,7,0,0,1,0,0,0,30,4,0
1794,528456190,208900,12.249610947544657,4,8,4,0,8640,3,72.0,2,1338,6,3,0,0,1338,2,1362.0,11,3,739.0,2,8,1,1,0,0,1,1,0,4,1
1498,908154080,284700,12.559191273266128,1,5,3,0,47007,2,123.0,2,3820,11,4,2,4,3820,4,0.0,0,2,996.0,2,7,0,1,0,0,0,1,12,4,0
1164,533212140,146000,11.891361900690471,4,7,4,0,3180,3,30.0,2,1392,5,3,0,0,1392,2,689.0,6,3,642.0,2,7,1,0,1,0,1,1,1,4,0
