date,station,tavg,dewpoint,preciptotal,sealevel,avgspeed,dayofmonth,month,year,humidity,date_station
2010-05-25,1,64.75,52.5,0.0269999999999999,30.011,8.16,20.5,5.0,2010.0,0.6508266621601417,2010-05-25_1
2010-05-26,1,67.05,54.5,0.0269999999999999,29.993,7.6,21.5,5.0,2010.0,0.6464102676363889,2010-05-26_1
2010-05-27,1,68.55,55.3,0.0259999999999999,29.992,7.69,22.5,5.0,2010.0,0.6334175758668512,2010-05-27_1
2010-05-28,1,69.8,56.3,0.0259999999999999,29.994,7.55,23.5,5.0,2010.0,0.6300804190483454,2010-05-28_1
2010-05-29,1,71.15,58.1,0.0259999999999999,29.987,7.489999999999999,24.5,5.0,2010.0,0.6409370582335614,2010-05-29_1
2010-05-30,1,72.7,59.1,0.0209999999999999,29.973000000000003,7.3,25.5,5.0,2010.0,0.6307947531345162,2010-05-30_1
2010-05-31,1,73.6,59.7,0.0259999999999999,29.971,7.140000000000001,26.5,5.0,2010.0,0.6235471568814211,2010-05-31_1
2010-06-01,1,74.4,60.0,0.0259999999999999,29.960999999999995,7.2,24.4,5.1,2010.0,0.6115709150775142,2010-06-01_1
2010-06-02,1,73.55,59.5,0.1279999999999999,29.935,7.069999999999999,22.3,5.2,2010.0,0.6202407460813989,2010-06-02_1
2010-06-03,1,71.85,57.4,0.1279999999999999,29.913,7.029999999999999,20.2,5.3,2010.0,0.6095627932609565,2010-06-03_1
2010-06-04,1,71.0,57.2,0.1279999999999999,29.882,7.229999999999999,18.1,5.4,2010.0,0.6231571731138914,2010-06-04_1
2010-06-05,1,70.3,57.4,0.1429999999999999,29.848000000000003,7.56,16.0,5.5,2010.0,0.6457106787986284,2010-06-05_1
2010-06-06,1,69.95,57.9,0.1429999999999999,29.829,7.610000000000001,13.9,5.6,2010.0,0.6637872222219958,2010-06-06_1
2010-06-07,1,69.35,57.8,0.1429999999999999,29.833,7.460000000000001,11.8,5.7,2010.0,0.6736335840690317,2010-06-07_1
2010-06-08,1,68.35,57.8,0.1879999999999999,29.835,7.890000000000001,9.7,5.8,2010.0,0.6976027801131034,2010-06-08_1
2010-06-09,1,68.15,57.5,0.1879999999999999,29.831,8.379999999999999,7.6,5.9,2010.0,0.6953610381081003,2010-06-09_1
2010-06-10,1,67.55,56.5,0.1619999999999999,29.841,8.58,5.5,6.0,2010.0,0.6851038029978539,2010-06-10_1
2010-06-11,1,67.8,57.0,0.1639999999999999,29.846000000000004,9.03,6.5,6.0,2010.0,0.6914185024041664,2010-06-11_1
2010-06-12,1,68.05,57.2,0.0959999999999999,29.871,8.969999999999999,7.5,6.0,2010.0,0.6901852625849075,2010-06-12_1
2010-06-13,1,68.35,58.8,0.1209999999999999,29.888,8.69,8.5,6.0,2010.0,0.7227612626779706,2010-06-13_1
2010-06-14,1,67.85,58.9,0.1209999999999999,29.909,8.370000000000001,9.5,6.0,2010.0,0.7390680869674962,2010-06-14_1
2010-06-15,1,67.85,59.0,0.1649999999999999,29.932,8.14,10.5,6.0,2010.0,0.7420965792699685,2010-06-15_1
2010-06-16,1,68.55,59.6,0.1649999999999999,29.946000000000005,7.92,11.5,6.0,2010.0,0.7404381949012728,2010-06-16_1
2010-06-17,1,69.75,60.9,0.1649999999999999,29.942,7.979999999999999,12.5,6.0,2010.0,0.7442298387924573,2010-06-17_1
2010-06-18,1,71.35,61.8,0.207,29.937,8.01,13.5,6.0,2010.0,0.7275720486236773,2010-06-18_1
2010-06-19,1,71.5,62.3,0.207,29.947000000000003,7.99,14.5,6.0,2010.0,0.7349218942100585,2010-06-19_1
2010-06-20,1,72.0,63.0,0.207,29.954999999999995,7.790000000000001,15.5,6.0,2010.0,0.7401672447179676,2010-06-20_1
2010-06-21,1,71.95,62.9,0.2269999999999999,29.963,7.58,16.5,6.0,2010.0,0.738874002828704,2010-06-21_1
2010-06-22,1,72.7,63.4,0.1929999999999999,29.965000000000003,7.460000000000001,17.5,6.0,2010.0,0.7328438721499697,2010-06-22_1
2010-06-23,1,73.85,64.2,0.255,29.956,8.110000000000001,18.5,6.0,2010.0,0.7238610986347294,2010-06-23_1
2010-06-24,1,74.8,64.1,0.255,29.965,8.32,19.5,6.0,2010.0,0.6975990161514988,2010-06-24_1
2010-06-25,1,75.15,63.7,0.1959999999999999,29.976,8.5,20.5,6.0,2010.0,0.6773935774402776,2010-06-25_1
2010-06-26,1,75.7,64.2,0.2809999999999999,29.961,8.27,21.5,6.0,2010.0,0.6768436145493838,2010-06-26_1
2010-06-27,1,76.15,65.0,0.3349999999999999,29.922000000000004,8.43,22.5,6.0,2010.0,0.6858801020812159,2010-06-27_1
2010-06-28,1,75.55,64.3,0.2479999999999999,29.906,8.52,23.5,6.0,2010.0,0.6829032219846639,2010-06-28_1
2010-06-29,1,74.7,63.5,0.2479999999999999,29.921,8.209999999999999,24.5,6.0,2010.0,0.6829020707111211,2010-06-29_1
2010-06-30,1,74.0,62.4,0.2479999999999999,29.942,8.34,25.5,6.0,2010.0,0.6730005641845028,2010-06-30_1
2010-07-01,1,73.0,60.6,0.2259999999999999,29.978,8.05,23.5,6.1,2010.0,0.6540487107255775,2010-07-01_1
2010-07-02,1,72.4,59.1,0.2259999999999999,30.0,8.17,21.5,6.2,2010.0,0.6332220819905189,2010-07-02_1
2010-07-03,1,71.95,57.7,0.1389999999999999,30.015,7.92,19.5,6.3,2010.0,0.611066460953402,2010-07-03_1
2010-07-04,1,72.45,58.3,0.1389999999999999,30.003000000000004,8.1,17.5,6.4,2010.0,0.6138686526801009,2010-07-04_1
2010-07-05,1,73.6,58.5,0.1389999999999999,29.993,8.9,15.5,6.5,2010.0,0.595727980852782,2010-07-05_1
2010-07-06,1,73.95,58.8,0.0909999999999999,30.006,9.13,13.5,6.6,2010.0,0.5949845047311619,2010-07-06_1
2010-07-07,1,74.3,58.8,0.0569999999999999,30.047,8.85,11.5,6.7,2010.0,0.5868546163545381,2010-07-07_1
2010-07-08,1,75.1,59.9,0.0729999999999999,30.07,8.260000000000002,9.5,6.8,2010.0,0.5947260608725929,2010-07-08_1
2010-07-09,1,76.3,60.5,0.0729999999999999,30.059000000000005,8.260000000000002,7.5,6.9,2010.0,0.5843655922518516,2010-07-09_1
2010-07-10,1,77.65,61.6,0.0729999999999999,30.029000000000003,8.46,5.5,7.0,2010.0,0.5811917004455374,2010-07-10_1
2010-07-11,1,78.6,63.1,0.1519999999999999,29.977000000000004,8.690000000000001,6.5,7.0,2010.0,0.5941404640129224,2010-07-11_1
2010-07-12,1,78.95,64.3,0.1519999999999999,29.933,8.27,7.5,7.0,2010.0,0.6134621676206977,2010-07-12_1
2010-07-13,1,79.3,65.2,0.1689999999999999,29.916000000000004,7.979999999999999,8.5,7.0,2010.0,0.6256756396925839,2010-07-13_1
2010-07-14,1,79.35,65.7,0.1689999999999999,29.921,7.939999999999999,9.5,7.0,2010.0,0.6363279487416978,2010-07-14_1
2010-07-15,1,78.95,66.2,0.1699999999999999,29.922000000000004,7.42,10.5,7.0,2010.0,0.6541027831362491,2010-07-15_1
2010-07-16,1,78.65,65.5,0.1329999999999999,29.921,7.33,11.5,7.0,2010.0,0.6451977199308205,2010-07-16_1
2010-07-17,1,78.65,64.8,0.1129999999999999,29.907,7.390000000000001,12.5,7.0,2010.0,0.6307617629231709,2010-07-17_1
2010-07-18,1,78.8,64.7,0.0979999999999999,29.89,7.8199999999999985,13.5,7.0,2010.0,0.6251511615568889,2010-07-18_1
2010-07-19,1,78.55,65.4,0.0989999999999999,29.881,7.56,14.5,7.0,2010.0,0.6447849719277408,2010-07-19_1
2010-07-20,1,78.35,66.1,0.0989999999999999,29.878,7.479999999999999,15.5,7.0,2010.0,0.6644761330589815,2010-07-20_1
2010-07-21,1,78.95,66.3,0.0199999999999999,29.897,7.38,16.5,7.0,2010.0,0.656668595803759,2010-07-21_1
2010-07-22,1,79.45,66.9,0.0209999999999999,29.910000000000004,8.180000000000001,17.5,7.0,2010.0,0.6596759193248372,2010-07-22_1
2010-07-23,1,79.95,67.5,0.283,29.908,8.75,18.5,7.0,2010.0,0.6625611637189246,2010-07-23_1
2010-07-24,1,79.75,67.5,0.647,29.898000000000003,8.63,19.5,7.0,2010.0,0.6675918908987214,2010-07-24_1
2010-07-25,1,79.05,66.5,0.646,29.913,8.54,20.5,7.0,2010.0,0.6600150617234998,2010-07-25_1
2010-07-26,1,78.45,66.5,0.646,29.927,8.25,21.5,7.0,2010.0,0.6726317100336534,2010-07-26_1
2010-07-27,1,78.05,66.9,0.646,29.939,8.2,22.5,7.0,2010.0,0.6889654490307553,2010-07-27_1
2010-07-28,1,77.9,67.1,0.645,29.951000000000004,8.16,23.5,7.0,2010.0,0.6970147750168655,2010-07-28_1
2010-07-29,1,77.7,66.3,0.6439999999999999,29.969,8.370000000000001,24.5,7.0,2010.0,0.6834320077288184,2010-07-29_1
2010-07-30,1,77.45,65.5,0.6439999999999999,29.975,8.26,25.5,7.0,2010.0,0.6702568643717975,2010-07-30_1
2010-07-31,1,76.55,65.4,0.712,29.961,8.16,26.5,7.0,2010.0,0.6875383687095873,2010-07-31_1
2010-08-01,1,76.15,64.8,0.711,29.966,7.38,24.4,7.1,2010.0,0.682156201620384,2010-08-01_1
2010-08-02,1,75.5,64.4,0.4319999999999999,29.977000000000004,6.88,22.3,7.2,2010.0,0.6876935657803399,2010-08-02_1
2010-08-03,1,75.3,64.4,0.0959999999999999,29.982,6.32,20.2,7.3,2010.0,0.6931120455064637,2010-08-03_1
2010-08-04,1,75.65,65.7,0.1439999999999999,29.961,5.89,18.1,7.4,2010.0,0.7172035694609387,2010-08-04_1
2010-08-05,1,75.95,65.7,0.1439999999999999,29.936,6.459999999999999,16.0,7.5,2010.0,0.7105408380524934,2010-08-05_1
2010-08-06,1,75.45,64.9,0.1439999999999999,29.928000000000004,6.470000000000001,13.9,7.6,2010.0,0.7030821614942949,2010-08-06_1
2010-08-07,1,74.65,64.2,0.1439999999999999,29.926,6.34,11.8,7.7,2010.0,0.7048726796124989,2010-08-07_1
2010-08-08,1,75.0,65.1,0.1519999999999999,29.905,6.63,9.7,7.8,2010.0,0.7174114807232747,2010-08-08_1
2010-08-09,1,75.55,66.2,0.1669999999999999,29.897,6.73,7.6,7.9,2010.0,0.7308659814990873,2010-08-09_1
2010-08-10,1,76.5,66.9,0.0989999999999999,29.904000000000003,6.640000000000001,5.5,8.0,2010.0,0.7256027684071558,2010-08-10_1
2010-08-11,1,77.2,67.4,0.0989999999999999,29.894,6.83,6.5,8.0,2010.0,0.7216874515593951,2010-08-11_1
2010-08-12,1,77.95,67.7,0.0989999999999999,29.880999999999997,6.720000000000001,7.5,8.0,2010.0,0.7116900506926853,2010-08-12_1
2010-08-13,1,78.6,67.6,0.0959999999999999,29.868,7.15,8.5,8.0,2010.0,0.6931664008248039,2010-08-13_1
2010-08-14,1,78.9,67.3,0.0479999999999999,29.865,7.160000000000001,9.5,8.0,2010.0,0.6777732549634681,2010-08-14_1
2010-08-15,1,78.8,67.3,0.0479999999999999,29.871,6.95,10.5,8.0,2010.0,0.6799110113792984,2010-08-15_1
2010-08-16,1,78.65,66.8,0.0479999999999999,29.879,7.229999999999999,11.5,8.0,2010.0,0.6724125132221721,2010-08-16_1
2010-08-17,1,78.55,66.1,0.0509999999999999,29.894,7.040000000000001,12.5,8.0,2010.0,0.6579805898794595,2010-08-17_1
2010-08-18,1,78.1,65.5,0.0479999999999999,29.91,6.4,13.5,8.0,2010.0,0.6539584858324395,2010-08-18_1
2010-08-19,1,77.8,64.9,0.0329999999999999,29.911,6.19,14.5,8.0,2010.0,0.6463998247669298,2010-08-19_1
2010-08-20,1,77.75,64.6,0.0359999999999999,29.899,6.82,15.5,8.0,2010.0,0.6406614533029475,2010-08-20_1
2010-08-21,1,77.35,64.5,0.0809999999999999,29.898000000000003,6.82,16.5,8.0,2010.0,0.6473425701285218,2010-08-21_1
2010-08-22,1,76.5,63.9,0.0809999999999999,29.92,7.1,17.5,8.0,2010.0,0.6522114570394953,2010-08-22_1
2010-08-23,1,75.5,63.2,0.0559999999999999,29.948,7.07,18.5,8.0,2010.0,0.6583032199842143,2010-08-23_1
2010-08-24,1,74.9,62.5,0.0559999999999999,29.968,7.15,19.5,8.0,2010.0,0.6552854668713499,2010-08-24_1
2010-08-25,1,74.45,61.4,0.0559999999999999,29.986,7.3,20.5,8.0,2010.0,0.6411219698679123,2010-08-25_1
2010-08-26,1,74.2,61.2,0.0559999999999999,30.001,6.890000000000001,21.5,8.0,2010.0,0.6417638750880872,2010-08-26_1
2010-08-27,1,74.3,61.1,0.0529999999999999,30.004999999999995,7.18,22.5,8.0,2010.0,0.6376941494722596,2010-08-27_1
2010-08-28,1,74.6,60.4,0.0479999999999999,30.011000000000003,7.909999999999999,23.5,8.0,2010.0,0.618417756588257,2010-08-28_1
2010-08-29,1,75.15,60.5,0.0479999999999999,30.029999999999998,8.55,24.5,8.0,2010.0,0.6094176269953986,2010-08-29_1
2010-08-30,1,75.1,60.4,0.0449999999999999,30.061999999999998,8.879999999999999,25.5,8.0,2010.0,0.6082697072659711,2010-08-30_1
2010-08-31,1,75.65,60.3,0.0,30.08,9.78,26.5,8.0,2010.0,0.5943049436678434,2010-08-31_1
2010-09-01,1,75.8,60.7,0.0169999999999999,30.065999999999995,9.66,24.4,8.1,2010.0,0.6007809301155731,2010-09-01_1
2010-09-02,1,75.95,61.2,0.1719999999999999,30.041,9.62,22.3,8.2,2010.0,0.6102454785792994,2010-09-02_1
2010-09-03,1,74.85,60.2,0.1719999999999999,30.021,10.61,20.2,8.3,2010.0,0.6113834605649335,2010-09-03_1
2010-09-04,1,73.8,59.5,0.1719999999999999,30.009000000000004,10.77,18.1,8.4,2010.0,0.616915091390283,2010-09-04_1
2010-09-05,1,73.15,59.3,0.1719999999999999,29.988,11.15,16.0,8.5,2010.0,0.6258708440428493,2010-09-05_1
2010-09-06,1,73.3,58.9,0.1719999999999999,29.96,11.74,13.9,8.6,2010.0,0.6158474310420756,2010-09-06_1
2010-09-07,1,72.4,58.4,0.1719999999999999,29.942,12.54,11.8,8.7,2010.0,0.6216614457956442,2010-09-07_1
2010-09-08,1,70.25,56.6,0.1719999999999999,29.941000000000003,12.05,9.7,8.8,2010.0,0.6263980365525564,2010-09-08_1
2010-09-09,1,68.0,54.8,0.1719999999999999,29.937,11.25,7.6,8.9,2010.0,0.6345295949457184,2010-09-09_1
2010-09-10,1,65.95,53.1,0.1719999999999999,29.934,10.69,5.5,9.0,2010.0,0.6395543687116042,2010-09-10_1
2010-09-11,1,65.0,51.8,0.1789999999999999,29.93,10.9,6.5,9.0,2010.0,0.6297591167638414,2010-09-11_1
2010-09-12,1,64.45,50.1,0.0239999999999999,29.949,11.0,7.5,9.0,2010.0,0.6017930856137411,2010-09-12_1
2010-09-13,1,65.1,49.9,0.0239999999999999,29.968,10.04,8.5,9.0,2010.0,0.5843832569054379,2010-09-13_1
2010-09-14,1,65.7,50.4,0.0239999999999999,29.982,9.34,9.5,9.0,2010.0,0.5831258990128193,2010-09-14_1
2010-09-15,1,66.15,50.8,0.0239999999999999,29.988,9.35,10.5,9.0,2010.0,0.5825209824626526,2010-09-15_1
2010-09-16,1,64.85,51.2,0.0399999999999999,29.993,9.0,11.5,9.0,2010.0,0.6199771982646027,2010-09-16_1
2010-09-17,1,64.25,51.3,0.0399999999999999,30.01,7.57,12.5,9.0,2010.0,0.6343871055524476,2010-09-17_1
2010-09-18,1,64.3,52.0,0.0749999999999999,30.014,7.57,13.5,9.0,2010.0,0.6513367254550261,2010-09-18_1
2010-09-19,1,64.55,52.0,0.0749999999999999,30.023000000000003,7.710000000000001,14.5,9.0,2010.0,0.6453161138157396,2010-09-19_1
2010-09-20,1,65.05,52.9,0.0749999999999999,30.029000000000003,7.43,15.5,9.0,2010.0,0.6558671023827833,2010-09-20_1
2010-09-21,1,66.2,53.8,0.0559999999999999,30.029000000000003,7.65,16.5,9.0,2010.0,0.6515213197344538,2010-09-21_1
2010-09-22,1,66.2,54.8,0.0559999999999999,30.031,7.459999999999999,17.5,9.0,2010.0,0.6749089958585744,2010-09-22_1
2010-09-23,1,66.95,56.0,0.0559999999999999,30.018,8.56,18.5,9.0,2010.0,0.684883525289998,2010-09-23_1
2010-09-24,1,67.2,56.5,0.0819999999999999,29.996,9.8,19.5,9.0,2010.0,0.6905770020010835,2010-09-24_1
2010-09-25,1,66.1,55.4,0.0819999999999999,30.006,9.78,20.5,9.0,2010.0,0.6891686613899136,2010-09-25_1
2010-09-26,1,65.5,54.3,0.0659999999999999,30.031,9.65,21.5,9.0,2010.0,0.6745210171695275,2010-09-26_1
2010-09-27,1,65.0,53.8,0.0659999999999999,30.019,9.69,22.5,9.0,2010.0,0.6739181210289177,2010-09-27_1
2010-09-28,1,64.7,52.8,0.0309999999999999,29.986,9.41,23.5,9.0,2010.0,0.6554816356887715,2010-09-28_1
2010-09-29,1,64.95,52.7,0.0309999999999999,29.949,9.19,24.5,9.0,2010.0,0.6478569746122491,2010-09-29_1
2010-09-30,1,64.4,51.6,0.0309999999999999,29.938,9.46,25.5,9.0,2010.0,0.6337867981947516,2010-09-30_1
2010-10-01,1,62.65,49.6,0.0339999999999999,29.954999999999995,8.92,23.5,9.1,2010.0,0.6261090980382634,2010-10-01_1
2010-10-02,1,60.9,47.6,0.0599999999999999,29.971,9.86,21.5,9.2,2010.0,0.6176241421162963,2010-10-02_1
2010-10-03,1,58.1,45.3,0.0679999999999999,30.019,9.28,19.5,9.3,2010.0,0.6260117700072803,2010-10-03_1
2010-10-04,1,56.2,43.8,0.0419999999999999,30.069,7.910000000000001,17.5,9.4,2010.0,0.6333972387965771,2010-10-04_1
2010-10-05,1,55.95,43.3,0.0419999999999999,30.091,7.37,15.5,9.5,2010.0,0.6273765141181861,2010-10-05_1
2010-10-06,1,56.65,43.2,0.0419999999999999,30.085,7.15,13.5,9.6,2010.0,0.6100789996648677,2010-10-06_1
2010-10-07,1,57.25,42.6,0.0419999999999999,30.098000000000003,7.279999999999999,11.5,9.7,2010.0,0.5866205981054631,2010-10-07_1
2010-10-08,1,57.75,42.1,0.0419999999999999,30.121,7.640000000000001,9.5,9.8,2010.0,0.5678553311581755,2010-10-08_1
2010-10-09,1,58.45,42.5,0.0419999999999999,30.138,7.4300000000000015,7.5,9.9,2010.0,0.5627860843993018,2010-10-09_1
2010-10-10,1,59.2,42.6,0.0419999999999999,30.134,6.909999999999999,5.5,10.0,2010.0,0.550790761095045,2010-10-10_1
2010-10-11,1,59.95,43.4,0.0339999999999999,30.113,6.69,6.5,10.0,2010.0,0.5528935593455979,2010-10-11_1
2010-10-12,1,61.25,44.7,0.0079999999999999,30.087,5.54,7.5,10.0,2010.0,0.554339167629302,2010-10-12_1
2010-10-13,1,62.0,45.4,0.0099999999999999,30.057,5.2700000000000005,8.5,10.0,2010.0,0.553899213210396,2010-10-13_1
2010-10-14,1,62.55,44.7,0.0099999999999999,30.015,5.83,9.5,10.0,2010.0,0.5278551140383946,2010-10-14_1
2010-10-15,1,62.55,45.0,0.0099999999999999,29.988,6.29,10.5,10.0,2010.0,0.5347440791567312,2010-10-15_1
2010-10-16,1,61.9,44.5,0.0099999999999999,29.985000000000003,6.409999999999999,11.5,10.0,2010.0,0.5368307228672464,2010-10-16_1
2010-10-17,1,61.25,44.2,0.0099999999999999,29.985,6.33,12.5,10.0,2010.0,0.5418928992052466,2010-10-17_1
2010-10-18,1,60.1,44.2,0.0099999999999999,29.984,6.22,13.5,10.0,2010.0,0.5633923172961928,2010-10-18_1
2010-10-19,1,58.0,42.5,0.0099999999999999,29.984,6.58,14.5,10.0,2010.0,0.568694981541283,2010-10-19_1
2010-10-20,1,56.65,41.0,0.0099999999999999,29.971,7.38,15.5,10.0,2010.0,0.5639474799401152,2010-10-20_1
2010-10-21,1,54.55,38.8,0.0099999999999999,29.984,7.979999999999999,16.5,10.0,2010.0,0.5587852953774978,2010-10-21_1
2010-10-22,1,53.0,36.5,0.0119999999999999,29.999,8.239999999999998,17.5,10.0,2010.0,0.5394515237284834,2010-10-22_1
2010-10-23,1,53.3,36.6,0.0119999999999999,29.987,8.52,18.5,10.0,2010.0,0.5348695516206913,2010-10-23_1
2010-10-24,1,54.15,38.7,0.0169999999999999,29.965000000000003,8.559999999999999,19.5,10.0,2010.0,0.5624821088999875,2010-10-24_1
2010-10-25,1,55.2,40.2,0.0169999999999999,29.909,8.99,20.5,10.0,2010.0,0.5752255948435179,2010-10-25_1
2010-10-26,1,55.85,41.0,0.0409999999999999,29.83,10.71,21.5,10.0,2010.0,0.5793615675306991,2010-10-26_1
2010-10-27,1,55.65,40.6,0.0409999999999999,29.781,12.49,22.5,10.0,2010.0,0.5754544166459954,2010-10-27_1
2010-10-28,1,54.7,39.7,0.0409999999999999,29.789,13.28,23.5,10.0,2010.0,0.5754879824559138,2010-10-28_1
2010-10-29,1,53.8,38.9,0.0409999999999999,29.815000000000005,13.45,24.5,10.0,2010.0,0.5765387791724125,2010-10-29_1
2010-10-30,1,53.35,38.6,0.0409999999999999,29.827000000000005,13.570000000000002,25.5,10.0,2010.0,0.5784848438965959,2010-10-30_1
2010-10-31,1,53.05,38.6,0.0409999999999999,29.851,13.26,26.5,10.0,2010.0,0.5846782499341665,2010-10-31_1
2011-05-01,1,53.7,39.2,0.0389999999999999,29.839,13.8,24.4,9.5,2010.1,0.5846678618120305,2011-05-01_1
2011-05-02,1,52.8,37.6,0.0289999999999999,29.862,13.65,22.3,9.0,2010.2,0.5683989417864677,2011-05-02_1
2011-05-03,1,50.85,35.4,0.0239999999999999,29.911,13.45,20.2,8.5,2010.3,0.5597115604125797,2011-05-03_1
2011-05-04,1,49.25,32.7,0.0239999999999999,29.998,12.97,18.1,8.0,2010.4,0.5320303539797019,2011-05-04_1
2011-05-05,1,47.95,32.0,0.0059999999999999,30.085,11.49,16.0,7.5,2010.5,0.545130694537012,2011-05-05_1
2011-05-06,1,48.15,32.7,0.0059999999999999,30.113,9.95,13.9,7.0,2010.6,0.5549069002980189,2011-05-06_1
2011-05-07,1,49.05,34.0,0.0059999999999999,30.088,9.23,11.8,6.5,2010.7,0.5668280454964003,2011-05-07_1
2011-05-08,1,50.35,35.6,0.0059999999999999,30.062,9.06,9.7,6.0,2010.8,0.5760165920690766,2011-05-08_1
2011-05-09,1,51.1,36.9,0.0059999999999999,30.063,9.2,7.6,5.5,2010.9,0.5881878248848678,2011-05-09_1
2011-05-10,1,54.3,40.0,0.0059999999999999,30.015,9.37,5.5,5.0,2011.0,0.5903316619954483,2011-05-10_1
2011-05-11,1,56.3,42.9,0.0189999999999999,30.0,8.84,6.5,5.0,2011.0,0.6133437166416733,2011-05-11_1
2011-05-12,1,58.45,46.1,0.0479999999999999,29.962,8.66,7.5,5.0,2011.0,0.6396924061268741,2011-05-12_1
2011-05-13,1,60.3,48.4,0.0499999999999999,29.912,9.0,8.5,5.0,2011.0,0.6535793261110225,2011-05-13_1
2011-05-14,1,60.4,50.2,0.0809999999999999,29.848000000000003,9.93,9.5,5.0,2011.0,0.6988130289222239,2011-05-14_1
2011-05-15,1,59.85,49.8,0.1059999999999999,29.822000000000003,10.919999999999998,10.5,5.0,2011.0,0.7025275663588447,2011-05-15_1
2011-05-16,1,58.7,48.9,0.1059999999999999,29.836,11.53,11.5,5.0,2011.0,0.7062693531932266,2011-05-16_1
2011-05-17,1,58.55,47.8,0.1059999999999999,29.847,12.11,12.5,5.0,2011.0,0.6826826568898775,2011-05-17_1
2011-05-18,1,58.5,48.3,0.1129999999999999,29.838,12.1,13.5,5.0,2011.0,0.6982759309243622,2011-05-18_1
2011-05-19,1,58.55,49.1,0.1129999999999999,29.849,11.21,14.5,5.0,2011.0,0.7169575866067657,2011-05-19_1
2011-05-20,1,57.1,48.4,0.1129999999999999,29.880000000000003,10.95,15.5,5.0,2011.0,0.7335797867015381,2011-05-20_1
2011-05-21,1,55.85,47.7,0.1009999999999999,29.887,11.1,16.5,5.0,2011.0,0.748290052991849,2011-05-21_1
2011-05-22,1,56.05,47.4,0.1299999999999999,29.878,11.43,17.5,5.0,2011.0,0.7366141297692914,2011-05-22_1
2011-05-23,1,56.8,47.9,0.1279999999999999,29.867,11.46,18.5,5.0,2011.0,0.7308589148396323,2011-05-23_1
2011-05-24,1,57.55,47.9,0.1079999999999999,29.880000000000003,11.01,19.5,5.0,2011.0,0.7085225885948098,2011-05-24_1
2011-05-25,1,58.9,49.5,0.301,29.861,10.04,20.5,5.0,2011.0,0.7171691113755349,2011-05-25_1
2011-05-26,1,59.05,50.5,0.407,29.844,10.43,21.5,5.0,2011.0,0.7400994436781484,2011-05-26_1
2011-05-27,1,58.95,51.3,0.407,29.841,10.03,22.5,5.0,2011.0,0.7620108478207555,2011-05-27_1
2011-05-28,1,59.3,52.0,0.4119999999999999,29.835,9.99,23.5,5.0,2011.0,0.7736446174645395,2011-05-28_1
2011-05-29,1,59.35,52.6,0.6,29.821,9.98,24.5,5.0,2011.0,0.7904890624320257,2011-05-29_1
2011-05-30,1,60.4,53.7,0.6,29.815000000000005,10.66,25.5,5.0,2011.0,0.7927561665129138,2011-05-30_1
2011-05-31,1,61.85,54.2,0.607,29.832,11.17,26.5,5.0,2011.0,0.7686729938344966,2011-05-31_1
2011-06-01,1,61.45,53.1,0.5489999999999999,29.879,11.080000000000002,24.4,5.1,2011.0,0.7542902781199067,2011-06-01_1
2011-06-02,1,60.75,51.6,0.5509999999999999,29.936,10.89,22.3,5.2,2011.0,0.7357631395902544,2011-06-02_1
2011-06-03,1,62.2,53.1,0.541,29.954,10.8,20.2,5.3,2011.0,0.7385553434127441,2011-06-03_1
2011-06-04,1,64.3,54.3,0.3349999999999999,29.989,10.48,18.1,5.4,2011.0,0.7173659200353854,2011-06-04_1
2011-06-05,1,66.95,55.8,0.2289999999999999,30.013,9.24,16.0,5.5,2011.0,0.6920831347158886,2011-06-05_1
2011-06-06,1,69.7,58.1,0.2289999999999999,30.009000000000004,9.34,13.9,5.6,2011.0,0.683611706870585,2011-06-06_1
2011-06-07,1,72.6,59.1,0.2169999999999999,30.008000000000003,9.73,11.8,5.7,2011.0,0.6393480785333273,2011-06-07_1
2011-06-08,1,74.55,59.6,0.0459999999999999,30.003000000000004,10.5,9.7,5.8,2011.0,0.6034748580229351,2011-06-08_1
2011-06-09,1,73.3,58.3,0.1389999999999999,30.006,10.47,7.6,5.9,2011.0,0.6010290432832324,2011-06-09_1
2011-06-10,1,71.6,57.5,0.1829999999999999,29.996,9.95,5.5,6.0,2011.0,0.6234129826145832,2011-06-10_1
2011-06-11,1,70.3,58.0,0.1859999999999999,29.974,9.47,6.5,6.0,2011.0,0.6658300074237611,2011-06-11_1
2011-06-12,1,69.75,58.1,0.1839999999999999,29.965,9.42,7.5,6.0,2011.0,0.6792131043598392,2011-06-12_1
2011-06-13,1,68.95,56.2,0.1829999999999999,29.972,9.05,8.5,6.0,2011.0,0.6539810442537839,2011-06-13_1
2011-06-14,1,67.65,54.7,0.1649999999999999,29.971,9.06,9.5,6.0,2011.0,0.6479881426019374,2011-06-14_1
2011-06-15,1,66.8,55.1,0.2449999999999999,29.936,9.64,10.5,6.0,2011.0,0.6776145451510884,2011-06-15_1
2011-06-16,1,66.25,54.6,0.2489999999999999,29.923,9.419999999999998,11.5,6.0,2011.0,0.678130281225891,2011-06-16_1
2011-06-17,1,64.8,54.1,0.2489999999999999,29.924,9.02,12.5,6.0,2011.0,0.6959064724328695,2011-06-17_1
2011-06-18,1,64.0,53.9,0.2319999999999999,29.925,8.319999999999999,13.5,6.0,2011.0,0.7082546493530155,2011-06-18_1
2011-06-19,1,65.25,55.2,0.1389999999999999,29.9,7.589999999999999,14.5,6.0,2011.0,0.7107004640927183,2011-06-19_1
